date,return,stock
2005-04-21,0.045956,aapl
2005-04-22,-0.046238,aapl
2005-04-25,0.040845,aapl
2005-04-26,-0.021594,aapl
2005-04-27,-0.006654,aapl
2005-04-28,-0.01147,aapl
2005-04-29,0.014525,aapl
2005-05-02,0.010208,aapl
2005-05-03,-0.006057,aapl
2005-05-04,0.025629,aapl
2005-05-05,-0.012732,aapl
2005-05-06,0.015152,aapl
2005-05-09,-0.007276,aapl
2005-05-10,-0.014989,aapl
2005-05-11,-0.022491,aapl
2005-05-12,-0.04245,aapl
2005-05-13,0.018578,aapl
2005-05-16,0.022185,aapl
2005-05-17,-0.005359,aapl
2005-05-18,0.013483,aapl
2005-05-19,0.046608,aapl
2005-05-20,0.0,aapl
2005-05-23,0.057189,aapl
2005-05-24,-0.00151,aapl
2005-05-25,0.002013,aapl
2005-05-26,0.023846,aapl
2005-05-27,-0.004429,aapl
2005-05-31,-0.01992,aapl
2005-06-01,0.01349,aapl
2005-06-02,-0.006473,aapl
2005-06-03,-0.045997,aapl
2005-06-06,-0.008403,aapl
2005-06-07,-0.037071,aapl
2005-06-08,0.010346,aapl
2005-06-09,0.01958,aapl
2005-06-10,-0.050105,aapl
2005-06-13,0.002509,aapl
2005-06-14,0.002782,aapl
2005-06-15,0.030906,aapl
2005-06-16,0.022635,aapl
2005-06-17,0.008651,aapl
2005-06-20,-0.018441,aapl
2005-06-21,0.006626,aapl
2005-06-22,0.018061,aapl
2005-06-23,0.008781,aapl
2005-06-24,-0.029488,aapl
2005-06-27,-0.017633,aapl
2005-06-28,0.005645,aapl
2005-06-29,-0.025517,aapl
2005-06-30,0.012025,aapl
2005-07-01,-0.008457,aapl
2005-07-05,0.039748,aapl
2005-07-06,-0.015657,aapl
2005-07-07,0.006399,aapl
2005-07-08,0.016341,aapl
2005-07-11,-0.003929,aapl
2005-07-12,0.003668,aapl
2005-07-13,0.002873,aapl
2005-07-14,0.060701,aapl
2005-07-15,0.019442,aapl
2005-07-18,-0.001446,aapl
2005-07-19,0.040157,aapl
2005-07-20,0.010136,aapl
2005-07-21,-0.007823,aapl
2005-07-22,0.016269,aapl
2005-07-25,-0.004328,aapl
2005-07-26,-0.004117,aapl
2005-07-27,0.008217,aapl
2005-07-28,-0.004328,aapl
2005-07-29,-0.026607,aapl
2005-08-01,0.002343,aapl
2005-08-02,0.01024,aapl
2005-08-03,6.94E-4,aapl
2005-08-04,-0.01187,aapl
2005-08-05,0.006534,aapl
2005-08-08,-0.00794,aapl
2005-08-09,0.027064,aapl
2005-08-10,-0.010092,aapl
2005-08-11,0.014192,aapl
2005-08-12,0.046623,aapl
2005-08-15,0.033699,aapl
2005-08-16,-0.030451,aapl
2005-08-17,0.019273,aapl
2005-08-18,-0.018193,aapl
2005-08-19,-0.010203,aapl
2005-08-22,8.72E-4,aapl
2005-08-23,-0.002838,aapl
2005-08-24,6.56E-4,aapl
2005-08-25,0.006316,aapl
2005-08-26,-0.006972,aapl
2005-08-29,0.002184,aapl
2005-08-30,0.015799,aapl
2005-08-31,0.006848,aapl
2005-09-01,-0.013527,aapl
2005-09-02,-8.65E-4,aapl
2005-09-06,0.054318,aapl
2005-09-07,-0.002463,aapl
2005-09-08,0.022346,aapl
2005-09-09,0.030272,aapl
2005-09-12,0.001753,aapl
2005-09-13,-0.011348,aapl
2005-09-14,-0.024098,aapl
2005-09-15,0.005227,aapl
2005-09-16,0.026515,aapl
2005-09-19,0.027542,aapl
2005-09-20,0.010394,aapl
2005-09-21,-0.020514,aapl
2005-09-22,-0.004038,aapl
2005-09-23,0.02474,aapl
2005-09-26,0.011958,aapl
2005-09-27,-0.007457,aapl
2005-09-28,-0.045166,aapl
2005-09-29,0.024368,aapl
2005-09-30,0.023975,aapl
2005-10-03,0.015364,aapl
2005-10-04,-0.012756,aapl
2005-10-05,-0.018212,aapl
2005-10-06,-0.020674,aapl
2005-10-07,-0.007767,aapl
2005-10-10,-0.018295,aapl
2005-10-11,0.023932,aapl
2005-10-12,-0.046418,aapl
2005-10-13,0.087248,aapl
2005-10-14,0.004826,aapl
2005-10-17,-0.010425,aapl
2005-10-18,-0.023285,aapl
2005-10-19,0.050968,aapl
2005-10-20,0.021607,aapl
2005-10-21,-0.008587,aapl
2005-10-24,0.020098,aapl
2005-10-25,-0.012224,aapl
2005-10-26,0.016442,aapl
2005-10-27,-0.028817,aapl
2005-10-28,-0.01711,aapl
2005-10-31,0.055699,aapl
2005-11-01,-0.001564,aapl
2005-11-02,0.041726,aapl
2005-11-03,0.031201,aapl
2005-11-04,-0.011382,aapl
2005-11-07,-0.015159,aapl
2005-11-08,-0.005494,aapl
2005-11-09,0.003499,aapl
2005-11-10,0.017644,aapl
2005-11-11,0.005867,aapl
2005-11-14,-0.001463,aapl
2005-11-15,0.013417,aapl
2005-11-16,0.041977,aapl
2005-11-17,-0.006642,aapl
2005-11-18,6.2E-4,aapl
2005-11-21,0.006176,aapl
2005-11-22,0.023731,aapl
2005-11-23,0.008831,aapl
2005-11-25,0.032689,aapl
2005-11-28,0.004604,aapl
2005-11-29,-0.022649,aapl
2005-11-30,-0.00412,aapl
2005-12-01,0.054238,aapl
2005-12-02,0.014283,aapl
2005-12-05,-0.011216,aapl
2005-12-06,0.030578,aapl
2005-12-07,-0.001352,aapl
2005-12-08,0.001757,aapl
2005-12-09,0.003369,aapl
2005-12-12,0.007773,aapl
2005-12-13,9.34E-4,aapl
2005-12-14,-0.040416,aapl
2005-12-15,0.002358,aapl
2005-12-16,-0.014935,aapl
2005-12-19,0.00379,aapl
2005-12-20,0.010175,aapl
2005-12-21,0.019092,aapl
2005-12-22,0.00705,aapl
2005-12-23,-0.009093,aapl
2005-12-27,0.011926,aapl
2005-12-28,-0.008932,aapl
2005-12-29,-0.029239,aapl
2005-12-30,0.006139,aapl
2006-01-03,0.039012,aapl
2006-01-04,0.002939,aapl
2006-01-05,-0.007901,aapl
2006-01-06,0.025485,aapl
2006-01-09,-0.003282,aapl
2006-01-10,0.061328,aapl
2006-01-11,0.036907,aapl
2006-01-12,0.004637,aapl
2006-01-13,0.015305,aapl
2006-01-17,-0.010335,aapl
2006-01-18,-0.026557,aapl
2006-01-19,-0.042723,aapl
2006-01-20,-0.038037,aapl
2006-01-23,0.020552,aapl
2006-01-24,-0.02121,aapl
2006-01-25,-0.024495,aapl
2006-01-26,-0.025526,aapl
2006-01-27,-0.004155,aapl
2006-01-30,0.040404,aapl
2006-01-31,0.006777,aapl
2006-02-01,-0.001193,aapl
2006-02-02,-0.045019,aapl
2006-02-03,-0.003473,aapl
2006-02-06,-0.06542,aapl
2006-02-07,0.004448,aapl
2006-02-08,0.017741,aapl
2006-02-09,-0.057732,aapl
2006-02-10,0.035692,aapl
2006-02-13,-0.039394,aapl
2006-02-14,0.044284,aapl
2006-02-15,0.02309,aapl
2006-02-16,0.019315,aapl
2006-02-17,-0.003975,aapl
2006-02-21,-0.017364,aapl
2006-02-22,0.031911,aapl
2006-02-23,0.006011,aapl
2006-02-24,-0.00405,aapl
2006-02-27,-0.006599,aapl
2006-02-28,-0.035851,aapl
2006-03-01,0.008867,aapl
2006-03-02,0.007353,aapl
2006-03-03,-0.027526,aapl
2006-03-06,-0.033637,aapl
2006-03-07,0.012596,aapl
2006-03-08,-0.009851,aapl
2006-03-09,-0.026701,aapl
2006-03-10,-0.011642,aapl
2006-03-13,0.038648,aapl
2006-03-14,0.024663,aapl
2006-03-15,-0.016324,aapl
2006-03-16,-0.029418,aapl
2006-03-17,0.005427,aapl
2006-03-20,-0.010416,aapl
2006-03-21,-0.034661,aapl
2006-03-22,-0.002268,aapl
2006-03-23,-0.02479,aapl
2006-03-24,-0.003329,aapl
2006-03-27,-0.007534,aapl
2006-03-28,-0.013534,aapl
2006-03-29,0.059833,aapl
2006-03-30,0.006715,aapl
2006-03-31,-4.78E-4,aapl
2006-04-03,-0.001117,aapl
2006-04-04,-0.023907,aapl
2006-04-05,0.094165,aapl
2006-04-06,0.058232,aapl
2006-04-07,-0.020564,aapl
2006-04-10,-0.016178,aapl
2006-04-11,-0.009951,aapl
2006-04-12,-0.019006,aapl
2006-04-13,-0.003604,aapl
2006-04-17,-0.025291,aapl
2006-04-18,0.021523,aapl
2006-04-19,-0.008645,aapl
2006-04-20,0.029714,aapl
2006-04-21,-0.008763,aapl
2006-04-24,-0.019429,aapl
2006-04-25,0.006367,aapl
2006-04-26,0.029485,aapl
2006-04-27,0.017599,aapl
2006-04-28,0.014741,aapl
2006-05-01,-0.011287,aapl
2006-05-02,0.028611,aapl
2006-05-03,-0.006725,aapl
2006-05-04,-1.4E-4,aapl
2006-05-05,0.010628,aapl
2006-05-08,0.0,aapl
2006-05-09,-0.012035,aapl
2006-05-10,-0.006072,aapl
2006-05-11,-0.035318,aapl
2006-05-12,-0.006626,aapl
2006-05-15,0.001329,aapl
2006-05-16,-0.042335,aapl
2006-05-17,0.0043,aapl
2006-05-18,-0.032391,aapl
2006-05-19,0.020833,aapl
2006-05-22,-0.017672,aapl
2006-05-23,-0.003636,aapl
2006-05-24,0.003005,aapl
2006-05-25,0.015509,aapl
2006-05-26,-0.012199,aapl
2006-05-30,-0.037353,aapl
2006-05-31,-0.02397,aapl
2006-06-01,0.039368,aapl
2006-06-02,-0.008237,aapl
2006-06-05,-0.027291,aapl
2006-06-06,-0.004678,aapl
2006-06-07,-0.019615,aapl
2006-06-08,0.03688,aapl
2006-06-09,-0.025335,aapl
2006-06-12,-0.038546,aapl
2006-06-13,0.023066,aapl
2006-06-14,-0.01242,aapl
2006-06-15,0.030261,aapl
2006-06-16,-0.03113,aapl
2006-06-19,-0.006274,aapl
2006-06-20,0.004709,aapl
2006-06-21,0.006763,aapl
2006-06-22,0.029294,aapl
2006-06-23,-0.012668,aapl
2006-06-26,0.002716,aapl
2006-06-27,-0.026802,aapl
2006-06-28,-0.024858,aapl
2006-06-29,0.05132,aapl
2006-06-30,-0.029252,aapl
2006-07-03,0.011804,aapl
2006-07-05,-0.016529,aapl
2006-07-06,-0.021815,aapl
2006-07-07,-0.006657,aapl
2006-07-10,-0.007246,aapl
2006-07-11,0.011749,aapl
2006-07-12,-0.049545,aapl
2006-07-13,-0.013497,aapl
2006-07-14,-0.030706,aapl
2006-07-17,0.033,aapl
2006-07-18,0.01007,aapl
2006-07-19,0.022431,aapl
2006-07-20,0.111809,aapl
2006-07-21,0.00363,aapl
2006-07-24,0.011462,aapl
2006-07-25,0.00827,aapl
2006-07-26,0.030845,aapl
2006-07-27,-0.007385,aapl
2006-07-28,0.03396,aapl
2006-07-31,0.035496,aapl
2006-08-01,-0.011544,aapl
2006-08-02,0.014483,aapl
2006-08-03,0.020763,aapl
2006-08-04,-0.018711,aapl
2006-08-07,-0.016088,aapl
2006-08-08,-0.036825,aapl
2006-08-09,-0.018541,aapl
2006-08-10,0.00752,aapl
2006-08-11,-0.006577,aapl
2006-08-14,0.004546,aapl
2006-08-15,0.038505,aapl
2006-08-16,0.022764,aapl
2006-08-17,-0.005753,aapl
2006-08-18,0.004723,aapl
2006-08-21,-0.02008,aapl
2006-08-22,0.0158,aapl
2006-08-23,-0.004594,aapl
2006-08-24,0.007401,aapl
2006-08-25,0.013767,aapl
2006-08-28,-0.026083,aapl
2006-08-29,-0.007493,aapl
2006-08-30,0.007194,aapl
2006-08-31,0.013204,aapl
2006-09-01,0.007781,aapl
2006-09-05,0.044337,aapl
2006-09-06,-0.020494,aapl
2006-09-07,0.038793,aapl
2006-09-08,-0.003854,aapl
2006-09-11,-2.76E-4,aapl
2006-09-12,0.001792,aapl
2006-09-13,0.021386,aapl
2006-09-14,-4.04E-4,aapl
2006-09-15,-9.44E-4,aapl
2006-09-18,-0.002838,aapl
2006-09-19,-0.001625,aapl
2006-09-20,0.019996,aapl
2006-09-21,-0.008138,aapl
2006-09-22,-0.022351,aapl
2006-09-25,0.036979,aapl
2006-09-26,0.024258,aapl
2006-09-27,-0.015582,aapl
2006-09-28,0.007821,aapl
2006-09-29,-3.89E-4,aapl
2006-10-02,-0.027926,aapl
2006-10-03,-0.010474,aapl
2006-10-04,0.017396,aapl
2006-10-05,-0.007323,aapl
2006-10-06,-0.008185,aapl
2006-10-09,0.005509,aapl
2006-10-10,-0.011048,aapl
2006-10-11,-0.007889,aapl
2006-10-12,0.027344,aapl
2006-10-13,-0.003194,aapl
2006-10-16,0.005052,aapl
2006-10-17,-0.014831,aapl
2006-10-18,0.003226,aapl
2006-10-19,0.058119,aapl
2006-10-20,0.01208,aapl
2006-10-23,0.018711,aapl
2006-10-24,-0.005046,aapl
2006-10-25,0.007743,aapl
2006-10-26,0.006224,aapl
2006-10-27,-0.021895,aapl
2006-10-30,1.25E-4,aapl
2006-10-31,0.008173,aapl
2006-11-01,-0.023965,aapl
2006-11-02,-0.002277,aapl
2006-11-03,-0.008775,aapl
2006-11-06,0.017975,aapl
2006-11-07,0.009986,aapl
2006-11-08,0.023811,aapl
2006-11-09,0.010737,aapl
2006-11-10,-0.002644,aapl
2006-11-13,0.01469,aapl
2006-11-14,0.007676,aapl
2006-11-15,-0.011239,aapl
2006-11-16,0.01839,aapl
2006-11-17,0.0028,aapl
2006-11-20,0.007196,aapl
2006-11-21,0.024334,aapl
2006-11-22,0.019116,aapl
2006-11-24,0.014511,aapl
2006-11-27,-0.023073,aapl
2006-11-28,0.025036,aapl
2006-11-29,-1.1E-4,aapl
2006-11-30,-0.001526,aapl
2006-12-01,-0.003716,aapl
2006-12-04,-0.002193,aapl
2006-12-05,0.001645,aapl
2006-12-06,-0.015903,aapl
2006-12-07,-0.031551,aapl
2006-12-08,0.01392,aapl
2006-12-11,0.005536,aapl
2006-12-12,-0.029849,aapl
2006-12-13,0.033224,aapl
2006-12-14,-0.00563,aapl
2006-12-15,-0.009418,aapl
2006-12-18,-0.025984,aapl
2006-12-19,0.00978,aapl
2006-12-20,-0.018122,aapl
2006-12-21,-0.022189,aapl
2006-12-22,-0.00848,aapl
2006-12-26,-0.00843,aapl
2006-12-27,1.23E-4,aapl
2006-12-28,-0.008005,aapl
2006-12-29,0.047924,aapl
2007-01-03,-0.012334,aapl
2007-01-04,0.021953,aapl
2007-01-05,-0.007147,aapl
2007-01-08,0.004926,aapl
2007-01-09,0.0798,aapl
2007-01-10,0.046746,aapl
2007-01-11,-0.012449,aapl
2007-01-12,-0.012393,aapl
2007-01-16,0.025872,aapl
2007-01-17,-0.022391,aapl
2007-01-18,-0.063928,aapl
2007-01-19,-0.00642,aapl
2007-01-22,-0.019511,aapl
2007-01-23,-0.012639,aapl
2007-01-24,0.011601,aapl
2007-01-25,-0.005204,aapl
2007-01-26,-0.010138,aapl
2007-01-29,0.006537,aapl
2007-01-30,-0.004549,aapl
2007-01-31,0.002101,aapl
2007-02-01,-0.011615,aapl
2007-02-02,1.18E-4,aapl
2007-02-05,-0.009603,aapl
2007-02-06,0.002498,aapl
2007-02-07,0.023489,aapl
2007-02-08,3.48E-4,aapl
2007-02-09,-0.03435,aapl
2007-02-12,0.01915,aapl
2007-02-13,-0.002123,aapl
2007-02-14,0.007059,aapl
2007-02-15,-0.001055,aapl
2007-02-16,-0.00447,aapl
2007-02-20,0.012534,aapl
2007-02-21,0.037697,aapl
2007-02-22,0.00347,aapl
2007-02-23,-0.004928,aapl
2007-02-26,-0.006307,aapl
2007-02-27,-0.053132,aapl
2007-02-28,0.008069,aapl
2007-03-01,0.028545,aapl
2007-03-02,-0.019135,aapl
2007-03-05,0.010598,aapl
2007-03-06,0.021432,aapl
2007-03-07,-0.005344,aapl
2007-03-08,0.003187,aapl
2007-03-09,-3.41E-4,aapl
2007-03-12,0.021368,aapl
2007-03-13,-0.016492,aapl
2007-03-14,0.017938,aapl
2007-03-15,-0.004789,aapl
2007-03-16,2.23E-4,aapl
2007-03-19,0.017044,aapl
2007-03-20,0.003833,aapl
2007-03-21,0.02579,aapl
2007-03-22,9.58E-4,aapl
2007-03-23,-0.004694,aapl
2007-03-26,0.024609,aapl
2007-03-27,-0.004077,aapl
2007-03-28,-0.02353,aapl
2007-03-29,0.005455,aapl
2007-03-30,-0.009,aapl
2007-04-02,0.007933,aapl
2007-04-03,0.009035,aapl
2007-04-04,-0.002437,aapl
2007-04-05,0.00434,aapl
2007-04-09,-0.010939,aapl
2007-04-10,0.006386,aapl
2007-04-11,-0.017769,aapl
2007-04-12,-0.004329,aapl
2007-04-13,-0.021379,aapl
2007-04-16,0.013101,aapl
2007-04-17,-0.011882,aapl
2007-04-18,5.53E-4,aapl
2007-04-19,-0.001438,aapl
2007-04-20,0.007724,aapl
2007-04-23,0.027538,aapl
2007-04-24,-0.002892,aapl
2007-04-25,0.022378,aapl
2007-04-26,0.035948,aapl
2007-04-27,0.010867,aapl
2007-04-30,-0.001202,aapl
2007-05-01,-0.003312,aapl
2007-05-02,0.009206,aapl
2007-05-03,9.9E-5,aapl
2007-05-04,0.004076,aapl
2007-05-07,0.030384,aapl
2007-05-08,0.01091,aapl
2007-05-09,0.017175,aapl
2007-05-10,0.004295,aapl
2007-05-11,0.012959,aapl
2007-05-14,0.005685,aapl
2007-05-15,-0.016968,aapl
2007-05-16,-0.001676,aapl
2007-05-17,0.019375,aapl
2007-05-18,0.005286,aapl
2007-05-21,0.017658,aapl
2007-05-22,0.013835,aapl
2007-05-23,-0.005741,aapl
2007-05-24,-0.01968,aapl
2007-05-25,0.026126,aapl
2007-05-29,0.006405,aapl
2007-05-30,0.037925,aapl
2007-05-31,0.02017,aapl
2007-06-01,-0.023291,aapl
2007-06-04,0.024446,aapl
2007-06-05,0.010984,aapl
2007-06-06,0.007876,aapl
2007-06-07,0.003472,aapl
2007-06-08,0.003379,aapl
2007-06-11,-0.035151,aapl
2007-06-12,0.001579,aapl
2007-06-13,-0.024215,aapl
2007-06-14,0.010582,aapl
2007-06-15,0.014629,aapl
2007-06-18,0.037384,aapl
2007-06-19,-0.011497,aapl
2007-06-20,-0.017211,aapl
2007-06-21,0.01915,aapl
2007-06-22,-0.007291,aapl
2007-06-25,-0.00538,aapl
2007-06-26,-0.022234,aapl
2007-06-27,0.018548,aapl
2007-06-28,-0.010971,aapl
2007-06-29,0.012201,aapl
2007-07-02,-0.006411,aapl
2007-07-03,0.047588,aapl
2007-07-05,0.042943,aapl
2007-07-06,-0.003396,aapl
2007-07-09,-0.015002,aapl
2007-07-10,0.01538,aapl
2007-07-11,3.02E-4,aapl
2007-07-12,0.01261,aapl
2007-07-13,0.026933,aapl
2007-07-16,0.002683,aapl
2007-07-17,0.005848,aapl
2007-07-18,-0.005703,aapl
2007-07-19,0.013519,aapl
2007-07-20,0.026433,aapl
2007-07-23,-3.48E-4,aapl
2007-07-24,-0.063268,aapl
2007-07-25,0.017417,aapl
2007-07-26,0.06173,aapl
2007-07-27,-0.014836,aapl
2007-07-30,-0.016966,aapl
2007-07-31,-0.070823,aapl
2007-08-01,0.024293,aapl
2007-08-02,0.010977,aapl
2007-08-03,-0.034586,aapl
2007-08-06,0.025459,aapl
2007-08-07,-0.001628,aapl
2007-08-08,-0.007583,aapl
2007-08-09,-0.058541,aapl
2007-08-10,-0.011059,aapl
2007-08-13,0.022075,aapl
2007-08-14,-0.029864,aapl
2007-08-15,-0.033866,aapl
2007-08-16,-0.024057,aapl
2007-08-17,0.041912,aapl
2007-08-20,0.00131,aapl
2007-08-21,0.042842,aapl
2007-08-22,0.037993,aapl
2007-08-23,-0.010927,aapl
2007-08-24,0.031763,aapl
2007-08-27,-0.022801,aapl
2007-08-28,-0.041925,aapl
2007-08-29,0.055667,aapl
2007-08-30,0.016056,aapl
2007-08-31,0.016234,aapl
2007-09-04,0.040198,aapl
2007-09-05,-0.052696,aapl
2007-09-06,-0.012879,aapl
2007-09-07,-0.024291,aapl
2007-09-10,0.036804,aapl
2007-09-11,-0.008964,aapl
2007-09-12,0.009988,aapl
2007-09-13,0.002554,aapl
2007-09-14,0.011667,aapl
2007-09-17,-0.002886,aapl
2007-09-18,0.017972,aapl
2007-09-19,-0.001065,aapl
2007-09-20,-0.003273,aapl
2007-09-21,0.027,aapl
2007-09-24,0.028248,aapl
2007-09-25,0.032512,aapl
2007-09-26,-0.00268,aapl
2007-09-27,0.011261,aapl
2007-09-28,-0.006689,aapl
2007-10-01,0.018528,aapl
2007-10-02,0.013406,aapl
2007-10-03,-0.003351,aapl
2007-10-04,-0.010695,aapl
2007-10-05,0.032802,aapl
2007-10-08,0.039233,aapl
2007-10-09,-2.98E-4,aapl
2007-10-10,-0.006395,aapl
2007-10-11,-0.027721,aapl
2007-10-12,0.030475,aapl
2007-10-15,-0.001616,aapl
2007-10-16,0.015451,aapl
2007-10-17,0.01852,aapl
2007-10-18,0.004332,aapl
2007-10-19,-0.017911,aapl
2007-10-22,0.022856,aapl
2007-10-23,0.065484,aapl
2007-10-24,-0.001236,aapl
2007-10-25,-0.017087,aapl
2007-10-26,0.01045,aapl
2007-10-29,0.002109,aapl
2007-10-30,0.010266,aapl
2007-10-31,0.015653,aapl
2007-11-01,-0.013302,aapl
2007-11-02,0.002291,aapl
2007-11-05,-0.009036,aapl
2007-11-06,0.029687,aapl
2007-11-07,-0.029043,aapl
2007-11-08,-0.05989,aapl
2007-11-09,-0.059283,aapl
2007-11-12,-0.072793,aapl
2007-11-13,0.10017,aapl
2007-11-14,-0.022913,aapl
2007-11-15,-0.010956,aapl
2007-11-16,0.01264,aapl
2007-11-19,-0.014773,aapl
2007-11-20,0.029449,aapl
2007-11-21,-0.002312,aapl
2007-11-23,0.018118,aapl
2007-11-26,0.005813,aapl
2007-11-27,0.01307,aapl
2007-11-28,0.030479,aapl
2007-11-29,0.022332,aapl
2007-11-30,-0.011296,aapl
2007-12-03,-0.018611,aapl
2007-12-04,0.005297,aapl
2007-12-05,0.031154,aapl
2007-12-06,0.023706,aapl
2007-12-07,0.022642,aapl
2007-12-10,-4.64E-4,aapl
2007-12-11,-0.02963,aapl
2007-12-12,0.01223,aapl
2007-12-13,0.005069,aapl
2007-12-14,-0.007535,aapl
2007-12-17,-0.031968,aapl
2007-12-18,-0.00773,aapl
2007-12-19,7.65E-4,aapl
2007-12-20,0.022089,aapl
2007-12-21,0.035163,aapl
2007-12-24,0.024905,aapl
2007-12-26,7.54E-4,aapl
2007-12-27,-0.001912,aapl
2007-12-28,0.006325,aapl
